index,Features,mean,mean-,mean+,cutoff,dividend_toggle
Details,"['ATR', 'P/FCF', 'Prev Close', 'EPS next Q', 'Book/sh', 'Cash/sh']",0.107462033404444,0.0727079893065853,0.142216077502302,0.168065191750009,0
Details,"['P/FCF', 'EPS next Q', 'Cash/sh', 'Book/sh', 'Target Price', 'EPS (ttm)']",0.097312911172459,0.0679294838824241,0.126696338462494,0.152236481479971,0
Details,"['Prev Close', 'Cash/sh', 'ATR', 'P/FCF', 'EPS next Y', 'Book/sh']",0.107578636798902,0.0715951846993893,0.143562088898414,0.156224329130425,0
Details,"['P/FCF', 'Book/sh', 'EPS next Y', 'Cash/sh', 'Prev Close', 'EPS next Q']",0.110718132826621,0.0753775278323322,0.14605873782091,0.158009188793369,0
Details,"['Target Price', 'ATR', 'EPS next Y', 'EPS next Q', 'P/S', 'EPS (ttm)']",0.0994576917491438,0.0714741294930629,0.127441254005225,0.168472918639282,0
Details,"['Book/sh', 'EPS next Y', 'P/FCF', 'EPS next Q', 'EPS (ttm)', 'Cash/sh']",0.106423094984223,0.0747288944875626,0.138117295480884,0.162052583946498,0
Details,"['P/FCF', 'Target Price', 'EPS next Y', 'EPS next Q', 'Book/sh', 'Cash/sh']",0.0946408160703328,0.070825388136538,0.118456244004128,0.163852006620921,0
Details,"['Target Price', 'EPS next Y', 'EPS (ttm)', 'Prev Close', 'PEG', 'EPS next Q']",0.0974183042579565,0.0651528410706461,0.129683767445267,0.163000716049117,0
Details,"['Cash/sh', 'EPS next Y', 'PEG', 'P/FCF', 'Target Price', 'P/S']",0.0921152276413514,0.0615215821147806,0.122708873167922,0.149815395519905,0
Details,"['Book/sh', 'Target Price', 'Cash/sh', 'EPS (ttm)', 'P/FCF', 'EPS next Q']",0.113875467550923,0.0880299557572543,0.139720979344591,0.149513907152133,0
Details,"['Book/sh', 'EPS (ttm)', 'P/FCF', 'P/B', 'Cash/sh', 'PEG']",0.0951021561350396,0.0691167992454799,0.121087513024599,0.146263727493433,0
Details,"['EPS next Y', 'Book/sh', 'Target Price', 'PEG', 'P/S', 'ATR']",0.0966150954796212,0.0678871410367783,0.125343049922464,0.156720564626421,0
Details,"['EPS next Y', 'EPS (ttm)', 'ATR', 'Target Price', 'P/S', 'Cash/sh']",0.100765984755035,0.0711266066771303,0.13040536283294,0.167861120756067,0
Details,"['P/FCF', 'P/S', 'EPS next Y', 'PEG', 'Book/sh', 'ATR']",0.0911984887269972,0.0539398446635435,0.128457132790451,0.162714783751134,0
Details,"['P/B', 'Book/sh', 'EPS next Y', 'Cash/sh', 'EPS (ttm)', 'PEG']",0.0918658098215365,0.0723952140321256,0.111336405610948,0.18300523263314,0
Details,"['P/FCF', 'Cash/sh', 'Target Price', 'ATR', 'EPS (ttm)', 'EPS next Q']",0.106215597393351,0.0756731673228947,0.136758027463806,0.15512793697484,0
Details,"['Prev Close', 'ATR', 'P/B', 'Target Price', 'EPS next Q', 'EPS next Y']",0.0955198672574428,0.0669893914084298,0.124050343106456,0.159039863670543,0
Details,"['P/S', 'ATR', 'EPS next Y', 'Target Price', 'Cash/sh', 'PEG']",0.115983905959033,0.0847529595739601,0.147214852344106,0.166617215336779,0
Details,"['P/FCF', 'EPS next Y', 'PEG', 'P/S', 'Target Price']",0.094940995003881,0.0650844537945624,0.1247975362132,0.151614079392713,0
Details,"['Prev Close', 'Cash/sh', 'EPS next Q', 'Target Price', 'EPS next Y', 'ATR']",0.113597052856329,0.072462269976327,0.154731835736331,0.174599751219104,0
Details,"['EPS next Q', 'P/FCF', 'ATR', 'PEG', 'Cash/sh', 'Book/sh']",0.102236198915529,0.0711362997242744,0.133336098106783,0.162589899587772,0
Details,"['Cash/sh', 'EPS next Y', 'ATR', 'EPS next Q', 'Target Price', 'P/S']",0.103706262451678,0.0742689331413589,0.133143591761998,0.164958765881549,0
Details,"['EPS next Q', 'P/FCF', 'Book/sh', 'P/B', 'ATR', 'Cash/sh']",0.0930792566789598,0.0688145648135659,0.117343948544354,0.18375233856212,0
Details,"['EPS next Y', 'Book/sh', 'P/B', 'Prev Close', 'ATR', 'Cash/sh']",0.111398652692427,0.0838220313555767,0.138975274029277,0.171352310357778,0
Details,"['EPS next Y', 'Cash/sh', 'ATR', 'Prev Close', 'P/B', 'EPS next Q']",0.092382827712473,0.0635131354589068,0.121252519966039,0.173158276373517,0
Details,"['Cash/sh', 'Book/sh', 'P/S', 'P/FCF', 'EPS next Y']",0.0933214369846203,0.0592177869690659,0.127425087000175,0.167255626270492,0
Details,"['EPS (ttm)', 'Cash/sh', 'P/B', 'Book/sh', 'P/FCF', 'EPS next Q']",0.104418986476732,0.0807333800848947,0.128104592868569,0.163021071276058,0
Details,"['Cash/sh', 'ATR', 'EPS (ttm)', 'Book/sh', 'EPS next Y', 'P/B']",0.11145306932922,0.0878547563171259,0.135051382341314,0.186858755046594,0
Details,"['EPS (ttm)', 'Target Price', 'Prev Close', 'Cash/sh', 'P/FCF', 'EPS next Y']",0.100262934773518,0.0595578784486196,0.140967991098417,0.14537201657938,0
Details,"['Book/sh', 'Prev Close', 'Cash/sh', 'P/FCF', 'ATR']",0.091903285383981,0.0602341347374844,0.123572436030478,0.153634923159115,0
Details,"['P/S', 'P/B', 'Book/sh', 'Cash/sh', 'EPS next Y', 'ATR']",0.090506036478343,0.0677080418627558,0.11330403109393,0.164011277236443,0
Details,"['Target Price', 'EPS next Q', 'PEG', 'EPS (ttm)', 'EPS next Y', 'Cash/sh']",0.131319116067881,0.0892203828908563,0.173417849244906,0.178678627447697,0
Details,"['EPS next Y', 'Book/sh', 'P/S', 'EPS next Q', 'P/B', 'Cash/sh']",0.097095627541883,0.0742655490488741,0.119925706034892,0.173428835188654,0
Details,"['Cash/sh', 'ATR', 'Book/sh', 'P/FCF', 'EPS (ttm)', 'Target Price']",0.0972060944653528,0.073348747278107,0.121063441652599,0.142010401051635,0
